eps (accuracy)
  1.000000e-06
hn (ini.step size)
  1.000000e-07
       A             xsi             g       
  4.000000e-03   1.000000e+00   9.810000e+00
       hc      
  4.222125e-01
      h[m]           x[m]         lambda_1[m/s]  lambda_2[m/s]  lambda_3[m/s]         U[m/s]          B[m]     
  3.292125e-01   1.245334e+00      4.619574e+00  -4.142170e-01   1.245334e+00      2.725345e+00  -3.952563e-02  
  3.282125e-01   1.251948e+00      4.621630e+00  -4.138885e-01   1.251948e+00      2.729844e+00  -3.920394e-02  
  3.272125e-01   1.258578e+00      4.623690e+00  -4.135661e-01   1.258578e+00      2.734351e+00  -3.888236e-02  
  3.262125e-01   1.265225e+00      4.625754e+00  -4.132496e-01   1.265225e+00      2.738864e+00  -3.856091e-02  
  3.252125e-01   1.271888e+00      4.627823e+00  -4.129391e-01   1.271888e+00      2.743385e+00  -3.823956e-02  
  3.242125e-01   1.278568e+00      4.629895e+00  -4.126344e-01   1.278568e+00      2.747914e+00  -3.791832e-02  
  3.232125e-01   1.285265e+00      4.631971e+00  -4.123356e-01   1.285265e+00      2.752449e+00  -3.759718e-02  
  3.222125e-01   1.291978e+00      4.634050e+00  -4.120425e-01   1.291978e+00      2.756993e+00  -3.727614e-02  
  3.212125e-01   1.298708e+00      4.636134e+00  -4.117553e-01   1.298708e+00      2.761543e+00  -3.695519e-02  
  3.202125e-01   1.305454e+00      4.638222e+00  -4.114737e-01   1.305454e+00      2.766101e+00  -3.663432e-02  
  3.192125e-01   1.312217e+00      4.640314e+00  -4.111978e-01   1.312217e+00      2.770666e+00  -3.631354e-02  
  3.182125e-01   1.318996e+00      4.642410e+00  -4.109275e-01   1.318996e+00      2.775239e+00  -3.599283e-02  
  3.172125e-01   1.325792e+00      4.644509e+00  -4.106628e-01   1.325792e+00      2.779819e+00  -3.567220e-02  
  3.162125e-01   1.332604e+00      4.646613e+00  -4.104037e-01   1.332604e+00      2.784406e+00  -3.535163e-02  
  3.152125e-01   1.339433e+00      4.648720e+00  -4.101501e-01   1.339433e+00      2.789001e+00  -3.503113e-02  
  3.142125e-01   1.346278e+00      4.650832e+00  -4.099020e-01   1.346278e+00      2.793604e+00  -3.471068e-02  
  3.132125e-01   1.353140e+00      4.652947e+00  -4.096593e-01   1.353140e+00      2.798213e+00  -3.439028e-02  
  3.122125e-01   1.360018e+00      4.655066e+00  -4.094220e-01   1.360018e+00      2.802831e+00  -3.406993e-02  
  3.112125e-01   1.366913e+00      4.657190e+00  -4.091901e-01   1.366913e+00      2.807456e+00  -3.374963e-02  
  3.102125e-01   1.373825e+00      4.659317e+00  -4.089635e-01   1.373825e+00      2.812089e+00  -3.342936e-02  
  3.092125e-01   1.380752e+00      4.661448e+00  -4.087423e-01   1.380752e+00      2.816729e+00  -3.310913e-02  
  3.082125e-01   1.387697e+00      4.663583e+00  -4.085262e-01   1.387697e+00      2.821377e+00  -3.278892e-02  
  3.072125e-01   1.394658e+00      4.665722e+00  -4.083154e-01   1.394658e+00      2.826032e+00  -3.246874e-02  
  3.062125e-01   1.401635e+00      4.667866e+00  -4.081098e-01   1.401635e+00      2.830695e+00  -3.214857e-02  
  3.052125e-01   1.408629e+00      4.670013e+00  -4.079094e-01   1.408629e+00      2.835366e+00  -3.182842e-02  
  3.042125e-01   1.415640e+00      4.672164e+00  -4.077140e-01   1.415640e+00      2.840044e+00  -3.150828e-02  
  3.032125e-01   1.422667e+00      4.674319e+00  -4.075238e-01   1.422667e+00      2.844730e+00  -3.118814e-02  
  3.022125e-01   1.429710e+00      4.676478e+00  -4.073386e-01   1.429710e+00      2.849424e+00  -3.086801e-02  
  3.012125e-01   1.436770e+00      4.678640e+00  -4.071584e-01   1.436770e+00      2.854126e+00  -3.054786e-02  
  3.002125e-01   1.443847e+00      4.680807e+00  -4.069832e-01   1.443847e+00      2.858835e+00  -3.022771e-02  
  2.992125e-01   1.450940e+00      4.682978e+00  -4.068130e-01   1.450940e+00      2.863552e+00  -2.990755e-02  
  2.982125e-01   1.458050e+00      4.685153e+00  -4.066477e-01   1.458050e+00      2.868277e+00  -2.958736e-02  
  2.972125e-01   1.465177e+00      4.687332e+00  -4.064872e-01   1.465177e+00      2.873010e+00  -2.926715e-02  
  2.962125e-01   1.472320e+00      4.689515e+00  -4.063317e-01   1.472320e+00      2.877751e+00  -2.894691e-02  
  2.952125e-01   1.479479e+00      4.691702e+00  -4.061809e-01   1.479479e+00      2.882500e+00  -2.862664e-02  
  2.942125e-01   1.486656e+00      4.693892e+00  -4.060350e-01   1.486656e+00      2.887256e+00  -2.830633e-02  
  2.932125e-01   1.493849e+00      4.696087e+00  -4.058938e-01   1.493849e+00      2.892021e+00  -2.798598e-02  
  2.922125e-01   1.501058e+00      4.698286e+00  -4.057574e-01   1.501058e+00      2.896793e+00  -2.766558e-02  
  2.912125e-01   1.508285e+00      4.700489e+00  -4.056257e-01   1.508285e+00      2.901573e+00  -2.734513e-02  
  2.902125e-01   1.515528e+00      4.702696e+00  -4.054987e-01   1.515528e+00      2.906362e+00  -2.702462e-02  
  2.892125e-01   1.522787e+00      4.704907e+00  -4.053763e-01   1.522787e+00      2.911158e+00  -2.670405e-02  
  2.882125e-01   1.530064e+00      4.707121e+00  -4.052585e-01   1.530064e+00      2.915963e+00  -2.638342e-02  
  2.872125e-01   1.537357e+00      4.709340e+00  -4.051453e-01   1.537357e+00      2.920776e+00  -2.606271e-02  
  2.862125e-01   1.544667e+00      4.711563e+00  -4.050367e-01   1.544667e+00      2.925596e+00  -2.574193e-02  
  2.852125e-01   1.551994e+00      4.713790e+00  -4.049326e-01   1.551994e+00      2.930425e+00  -2.542107e-02  
  2.842125e-01   1.559337e+00      4.716021e+00  -4.048331e-01   1.559337e+00      2.935262e+00  -2.510013e-02  
  2.832125e-01   1.566698e+00      4.718256e+00  -4.047380e-01   1.566698e+00      2.940108e+00  -2.477910e-02  
  2.822125e-01   1.574075e+00      4.720495e+00  -4.046474e-01   1.574075e+00      2.944961e+00  -2.445797e-02  
  2.812125e-01   1.581469e+00      4.722739e+00  -4.045612e-01   1.581469e+00      2.949823e+00  -2.413674e-02  
  2.802125e-01   1.588880e+00      4.724986e+00  -4.044794e-01   1.588880e+00      2.954693e+00  -2.381541e-02  
  2.792125e-01   1.596309e+00      4.727237e+00  -4.044020e-01   1.596309e+00      2.959571e+00  -2.349398e-02  
  2.782125e-01   1.603754e+00      4.729493e+00  -4.043290e-01   1.603754e+00      2.964458e+00  -2.317243e-02  
  2.772125e-01   1.611216e+00      4.731752e+00  -4.042602e-01   1.611216e+00      2.969353e+00  -2.285077e-02  
  2.762125e-01   1.618695e+00      4.734015e+00  -4.041958e-01   1.618695e+00      2.974257e+00  -2.252898e-02  
  2.752125e-01   1.626191e+00      4.736283e+00  -4.041357e-01   1.626191e+00      2.979169e+00  -2.220707e-02  
  2.742125e-01   1.633704e+00      4.738555e+00  -4.040798e-01   1.633704e+00      2.984089e+00  -2.188502e-02  
  2.732125e-01   1.641234e+00      4.740831e+00  -4.040281e-01   1.641234e+00      2.989018e+00  -2.156284e-02  
  2.722125e-01   1.648781e+00      4.743111e+00  -4.039807e-01   1.648781e+00      2.993955e+00  -2.124053e-02  
  2.712125e-01   1.656346e+00      4.745395e+00  -4.039374e-01   1.656346e+00      2.998901e+00  -2.091806e-02  
  2.702125e-01   1.663928e+00      4.747683e+00  -4.038983e-01   1.663928e+00      3.003855e+00  -2.059545e-02  
  2.692125e-01   1.671527e+00      4.749975e+00  -4.038634e-01   1.671527e+00      3.008819e+00  -2.027268e-02  
  2.682125e-01   1.679143e+00      4.752271e+00  -4.038325e-01   1.679143e+00      3.013790e+00  -1.994976e-02  
  2.672125e-01   1.686776e+00      4.754572e+00  -4.038058e-01   1.686776e+00      3.018771e+00  -1.962667e-02  
  2.662125e-01   1.694427e+00      4.756877e+00  -4.037831e-01   1.694427e+00      3.023760e+00  -1.930342e-02  
  2.652125e-01   1.702096e+00      4.759185e+00  -4.037645e-01   1.702096e+00      3.028758e+00  -1.897999e-02  
  2.642125e-01   1.709781e+00      4.761498e+00  -4.037499e-01   1.709781e+00      3.033764e+00  -1.865638e-02  
  2.632125e-01   1.717484e+00      4.763816e+00  -4.037393e-01   1.717484e+00      3.038780e+00  -1.833260e-02  
  2.622125e-01   1.725205e+00      4.766137e+00  -4.037327e-01   1.725205e+00      3.043804e+00  -1.800862e-02  
  2.612125e-01   1.732943e+00      4.768462e+00  -4.037301e-01   1.732943e+00      3.048837e+00  -1.768446e-02  
  2.602125e-01   1.740699e+00      4.770792e+00  -4.037314e-01   1.740699e+00      3.053879e+00  -1.736010e-02  
  2.592125e-01   1.748473e+00      4.773126e+00  -4.037366e-01   1.748473e+00      3.058931e+00  -1.703554e-02  
  2.582125e-01   1.756264e+00      4.775464e+00  -4.037458e-01   1.756264e+00      3.063991e+00  -1.671077e-02  
  2.572125e-01   1.764073e+00      4.777806e+00  -4.037588e-01   1.764073e+00      3.069060e+00  -1.638580e-02  
  2.562125e-01   1.771899e+00      4.780153e+00  -4.037757e-01   1.771899e+00      3.074138e+00  -1.606061e-02  
  2.552125e-01   1.779744e+00      4.782504e+00  -4.037965e-01   1.779744e+00      3.079225e+00  -1.573520e-02  
  2.542125e-01   1.787606e+00      4.784859e+00  -4.038211e-01   1.787606e+00      3.084321e+00  -1.540957e-02  
  2.532125e-01   1.795486e+00      4.787218e+00  -4.038495e-01   1.795486e+00      3.089427e+00  -1.508371e-02  
  2.522125e-01   1.803384e+00      4.789582e+00  -4.038817e-01   1.803384e+00      3.094541e+00  -1.475761e-02  
  2.512125e-01   1.811300e+00      4.791949e+00  -4.039177e-01   1.811300e+00      3.099665e+00  -1.443128e-02  
  2.502125e-01   1.819234e+00      4.794321e+00  -4.039574e-01   1.819234e+00      3.104799e+00  -1.410470e-02  
  2.492125e-01   1.827187e+00      4.796698e+00  -4.040009e-01   1.827187e+00      3.109941e+00  -1.377788e-02  
  2.482125e-01   1.835157e+00      4.799078e+00  -4.040481e-01   1.835157e+00      3.115093e+00  -1.345080e-02  
  2.472125e-01   1.843146e+00      4.801463e+00  -4.040990e-01   1.843146e+00      3.120254e+00  -1.312347e-02  
  2.462125e-01   1.851153e+00      4.803853e+00  -4.041536e-01   1.851153e+00      3.125425e+00  -1.279588e-02  
  2.452125e-01   1.859178e+00      4.806246e+00  -4.042119e-01   1.859178e+00      3.130605e+00  -1.246802e-02  
  2.442125e-01   1.867221e+00      4.808644e+00  -4.042739e-01   1.867221e+00      3.135795e+00  -1.213988e-02  
  2.432125e-01   1.875283e+00      4.811046e+00  -4.043395e-01   1.875283e+00      3.140995e+00  -1.181147e-02  
  2.422125e-01   1.883364e+00      4.813453e+00  -4.044087e-01   1.883364e+00      3.146204e+00  -1.148278e-02  
  2.412125e-01   1.891463e+00      4.815864e+00  -4.044815e-01   1.891463e+00      3.151422e+00  -1.115381e-02  
  2.402125e-01   1.899581e+00      4.818279e+00  -4.045580e-01   1.899581e+00      3.156650e+00  -1.082454e-02  
  2.392125e-01   1.907717e+00      4.820699e+00  -4.046380e-01   1.907717e+00      3.161888e+00  -1.049498e-02  
  2.382125e-01   1.915872e+00      4.823123e+00  -4.047216e-01   1.915872e+00      3.167136e+00  -1.016511e-02  
  2.372125e-01   1.924046e+00      4.825551e+00  -4.048087e-01   1.924046e+00      3.172394e+00  -9.834942e-03  
  2.362125e-01   1.932239e+00      4.827984e+00  -4.048994e-01   1.932239e+00      3.177661e+00  -9.504462e-03  
  2.352125e-01   1.940451e+00      4.830421e+00  -4.049936e-01   1.940451e+00      3.182939e+00  -9.173666e-03  
  2.342125e-01   1.948682e+00      4.832863e+00  -4.050914e-01   1.948682e+00      3.188226e+00  -8.842549e-03  
  2.332125e-01   1.956932e+00      4.835309e+00  -4.051926e-01   1.956932e+00      3.193524e+00  -8.511107e-03  
  2.322125e-01   1.965201e+00      4.837760e+00  -4.052973e-01   1.965201e+00      3.198831e+00  -8.179334e-03  
  2.312125e-01   1.973489e+00      4.840215e+00  -4.054055e-01   1.973489e+00      3.204149e+00  -7.847226e-03  
  2.302125e-01   1.981796e+00      4.842675e+00  -4.055171e-01   1.981796e+00      3.209476e+00  -7.514777e-03  
  2.292125e-01   1.990123e+00      4.845139e+00  -4.056323e-01   1.990123e+00      3.214814e+00  -7.181982e-03  
  2.282125e-01   1.998469e+00      4.847607e+00  -4.057508e-01   1.998469e+00      3.220163e+00  -6.848836e-03  
  2.272125e-01   2.006835e+00      4.850080e+00  -4.058728e-01   2.006835e+00      3.225521e+00  -6.515335e-03  
  2.262125e-01   2.015221e+00      4.852558e+00  -4.059981e-01   2.015221e+00      3.230890e+00  -6.181473e-03  
  2.252125e-01   2.023626e+00      4.855040e+00  -4.061269e-01   2.023626e+00      3.236269e+00  -5.847244e-03  
  2.242125e-01   2.032051e+00      4.857527e+00  -4.062591e-01   2.032051e+00      3.241659e+00  -5.512644e-03  
  2.232125e-01   2.040495e+00      4.860018e+00  -4.063946e-01   2.040495e+00      3.247059e+00  -5.177668e-03  
  2.222125e-01   2.048960e+00      4.862514e+00  -4.065336e-01   2.048960e+00      3.252470e+00  -4.842309e-03  
  2.212125e-01   2.057444e+00      4.865014e+00  -4.066758e-01   2.057444e+00      3.257891e+00  -4.506564e-03  
  2.202125e-01   2.065949e+00      4.867520e+00  -4.068215e-01   2.065949e+00      3.263323e+00  -4.170427e-03  
  2.192125e-01   2.074474e+00      4.870029e+00  -4.069704e-01   2.074474e+00      3.268766e+00  -3.833892e-03  
  2.182125e-01   2.083019e+00      4.872543e+00  -4.071227e-01   2.083019e+00      3.274219e+00  -3.496954e-03  
  2.172125e-01   2.091584e+00      4.875062e+00  -4.072783e-01   2.091584e+00      3.279684e+00  -3.159608e-03  
  2.162125e-01   2.100170e+00      4.877586e+00  -4.074372e-01   2.100170e+00      3.285159e+00  -2.821848e-03  
  2.152125e-01   2.108776e+00      4.880114e+00  -4.075994e-01   2.108776e+00      3.290645e+00  -2.483670e-03  
  2.142125e-01   2.117403e+00      4.882647e+00  -4.077649e-01   2.117403e+00      3.296142e+00  -2.145067e-03  
  2.132125e-01   2.126050e+00      4.885185e+00  -4.079337e-01   2.126050e+00      3.301650e+00  -1.806034e-03  
  2.122125e-01   2.134719e+00      4.887727e+00  -4.081057e-01   2.134719e+00      3.307170e+00  -1.466565e-03  
  2.112125e-01   2.143408e+00      4.890274e+00  -4.082810e-01   2.143408e+00      3.312700e+00  -1.126656e-03  
  2.102125e-01   2.152118e+00      4.892826e+00  -4.084596e-01   2.152118e+00      3.318242e+00  -7.863005e-04  
  2.092125e-01   2.160849e+00      4.895383e+00  -4.086414e-01   2.160849e+00      3.323795e+00  -4.454928e-04  
  2.082125e-01   2.169602e+00      4.897944e+00  -4.088265e-01   2.169602e+00      3.329359e+00  -1.042275e-04  
  2.072125e-01   2.178376e+00      4.900510e+00  -4.090147e-01   2.178376e+00      3.334935e+00   2.375012e-04  
  2.062125e-01   2.187171e+00      4.903081e+00  -4.092062e-01   2.187171e+00      3.340522e+00   5.796987e-04  
  2.052125e-01   2.195987e+00      4.905657e+00  -4.094010e-01   2.195987e+00      3.346121e+00   9.223710e-04  
  2.042125e-01   2.204825e+00      4.908237e+00  -4.095989e-01   2.204825e+00      3.351731e+00   1.265524e-03  
  2.032125e-01   2.213685e+00      4.910823e+00  -4.098000e-01   2.213685e+00      3.357353e+00   1.609163e-03  
  2.022125e-01   2.222567e+00      4.913413e+00  -4.100043e-01   2.222567e+00      3.362987e+00   1.953294e-03  
  2.012125e-01   2.231471e+00      4.916008e+00  -4.102119e-01   2.231471e+00      3.368633e+00   2.297923e-03  
  2.002125e-01   2.240396e+00      4.918608e+00  -4.104226e-01   2.240396e+00      3.374290e+00   2.643055e-03  
  1.992125e-01   2.249344e+00      4.921213e+00  -4.106364e-01   2.249344e+00      3.379960e+00   2.988698e-03  
  1.982125e-01   2.258314e+00      4.923823e+00  -4.108535e-01   2.258314e+00      3.385641e+00   3.334856e-03  
  1.972125e-01   2.267306e+00      4.926438e+00  -4.110737e-01   2.267306e+00      3.391335e+00   3.681536e-03  
  1.962125e-01   2.276321e+00      4.929058e+00  -4.112970e-01   2.276321e+00      3.397040e+00   4.028744e-03  
  1.952125e-01   2.285359e+00      4.931683e+00  -4.115236e-01   2.285359e+00      3.402758e+00   4.376486e-03  
  1.942125e-01   2.294419e+00      4.934312e+00  -4.117532e-01   2.294419e+00      3.408489e+00   4.724768e-03  
  1.932125e-01   2.303502e+00      4.936947e+00  -4.119861e-01   2.303502e+00      3.414231e+00   5.073596e-03  
  1.922125e-01   2.312608e+00      4.939587e+00  -4.122220e-01   2.312608e+00      3.419986e+00   5.422977e-03  
  1.912125e-01   2.321737e+00      4.942232e+00  -4.124611e-01   2.321737e+00      3.425754e+00   5.772917e-03  
  1.902125e-01   2.330890e+00      4.944882e+00  -4.127033e-01   2.330890e+00      3.431534e+00   6.123422e-03  
  1.892125e-01   2.340066e+00      4.947537e+00  -4.129487e-01   2.340066e+00      3.437326e+00   6.474498e-03  
  1.882125e-01   2.349265e+00      4.950197e+00  -4.131972e-01   2.349265e+00      3.443132e+00   6.826152e-03  
  1.872125e-01   2.358488e+00      4.952862e+00  -4.134488e-01   2.358488e+00      3.448950e+00   7.178391e-03  
  1.862125e-01   2.367735e+00      4.955533e+00  -4.137035e-01   2.367735e+00      3.454781e+00   7.531221e-03  
  1.852125e-01   2.377005e+00      4.958208e+00  -4.139613e-01   2.377005e+00      3.460625e+00   7.884649e-03  
  1.842125e-01   2.386300e+00      4.960889e+00  -4.142223e-01   2.386300e+00      3.466483e+00   8.238680e-03  
  1.832125e-01   2.395619e+00      4.963575e+00  -4.144864e-01   2.395619e+00      3.472353e+00   8.593323e-03  
  1.822125e-01   2.404962e+00      4.966266e+00  -4.147535e-01   2.404962e+00      3.478237e+00   8.948584e-03  
  1.812125e-01   2.414330e+00      4.968962e+00  -4.150238e-01   2.414330e+00      3.484134e+00   9.304469e-03  
  1.802125e-01   2.423722e+00      4.971664e+00  -4.152972e-01   2.423722e+00      3.490044e+00   9.660985e-03  
  1.792125e-01   2.433139e+00      4.974371e+00  -4.155736e-01   2.433139e+00      3.495968e+00   1.001814e-02  
  1.782125e-01   2.442581e+00      4.977083e+00  -4.158532e-01   2.442581e+00      3.501905e+00   1.037594e-02  
  1.772125e-01   2.452048e+00      4.979801e+00  -4.161359e-01   2.452048e+00      3.507856e+00   1.073439e-02  
  1.762125e-01   2.461540e+00      4.982524e+00  -4.164217e-01   2.461540e+00      3.513821e+00   1.109350e-02  
  1.752125e-01   2.471058e+00      4.985252e+00  -4.167105e-01   2.471058e+00      3.519799e+00   1.145328e-02  
  1.742125e-01   2.480602e+00      4.987986e+00  -4.170025e-01   2.480602e+00      3.525792e+00   1.181373e-02  
  1.732125e-01   2.490171e+00      4.990725e+00  -4.172975e-01   2.490171e+00      3.531798e+00   1.217487e-02  
  1.722125e-01   2.499766e+00      4.993469e+00  -4.175957e-01   2.499766e+00      3.537819e+00   1.253669e-02  
  1.712125e-01   2.509387e+00      4.996219e+00  -4.178970e-01   2.509387e+00      3.543854e+00   1.289921e-02  
  1.702125e-01   2.519034e+00      4.998975e+00  -4.182013e-01   2.519034e+00      3.549903e+00   1.326243e-02  
  1.692125e-01   2.528708e+00      5.001735e+00  -4.185087e-01   2.528708e+00      3.555967e+00   1.362636e-02  
  1.682125e-01   2.538408e+00      5.004502e+00  -4.188193e-01   2.538408e+00      3.562045e+00   1.399101e-02  
  1.672125e-01   2.548135e+00      5.007274e+00  -4.191329e-01   2.548135e+00      3.568137e+00   1.435639e-02  
  1.662125e-01   2.557889e+00      5.010051e+00  -4.194497e-01   2.557889e+00      3.574245e+00   1.472251e-02  
  1.652125e-01   2.567670e+00      5.012834e+00  -4.197695e-01   2.567670e+00      3.580367e+00   1.508936e-02  
  1.642125e-01   2.577479e+00      5.015623e+00  -4.200924e-01   2.577479e+00      3.586504e+00   1.545697e-02  
  1.632125e-01   2.587315e+00      5.018417e+00  -4.204185e-01   2.587315e+00      3.592656e+00   1.582533e-02  
  1.622125e-01   2.597179e+00      5.021217e+00  -4.207476e-01   2.597179e+00      3.598824e+00   1.619446e-02  
  1.612125e-01   2.607070e+00      5.024023e+00  -4.210799e-01   2.607070e+00      3.605006e+00   1.656436e-02  
  1.602125e-01   2.616990e+00      5.026834e+00  -4.214153e-01   2.616990e+00      3.611204e+00   1.693505e-02  
  1.592125e-01   2.626938e+00      5.029651e+00  -4.217537e-01   2.626938e+00      3.617417e+00   1.730653e-02  
  1.582125e-01   2.636915e+00      5.032474e+00  -4.220953e-01   2.636915e+00      3.623646e+00   1.767881e-02  
  1.572125e-01   2.646920e+00      5.035303e+00  -4.224401e-01   2.646920e+00      3.629891e+00   1.805190e-02  
  1.562125e-01   2.656955e+00      5.038137e+00  -4.227879e-01   2.656955e+00      3.636151e+00   1.842580e-02  
  1.552125e-01   2.667018e+00      5.040977e+00  -4.231389e-01   2.667018e+00      3.642428e+00   1.880053e-02  
  1.542125e-01   2.677111e+00      5.043824e+00  -4.234930e-01   2.677111e+00      3.648720e+00   1.917610e-02  
  1.532125e-01   2.687233e+00      5.046675e+00  -4.238502e-01   2.687233e+00      3.655029e+00   1.955250e-02  
  1.522125e-01   2.697386e+00      5.049533e+00  -4.242106e-01   2.697386e+00      3.661354e+00   1.992977e-02  
  1.512125e-01   2.707568e+00      5.052397e+00  -4.245742e-01   2.707568e+00      3.667695e+00   2.030789e-02  
  1.502125e-01   2.717780e+00      5.055267e+00  -4.249408e-01   2.717780e+00      3.674053e+00   2.068688e-02  
  1.492125e-01   2.728023e+00      5.058143e+00  -4.253107e-01   2.728023e+00      3.680427e+00   2.106676e-02  
  1.482125e-01   2.738297e+00      5.061024e+00  -4.256837e-01   2.738297e+00      3.686818e+00   2.144753e-02  
  1.472125e-01   2.748602e+00      5.063912e+00  -4.260599e-01   2.748602e+00      3.693227e+00   2.182919e-02  
  1.462125e-01   2.758938e+00      5.066806e+00  -4.264392e-01   2.758938e+00      3.699652e+00   2.221177e-02  
  1.452125e-01   2.769306e+00      5.069706e+00  -4.268218e-01   2.769306e+00      3.706094e+00   2.259526e-02  
  1.442125e-01   2.779705e+00      5.072612e+00  -4.272075e-01   2.779705e+00      3.712554e+00   2.297969e-02  
  1.432125e-01   2.790137e+00      5.075524e+00  -4.275964e-01   2.790137e+00      3.719032e+00   2.336505e-02  
  1.422125e-01   2.800600e+00      5.078443e+00  -4.279885e-01   2.800600e+00      3.725527e+00   2.375137e-02  
  1.412125e-01   2.811096e+00      5.081367e+00  -4.283839e-01   2.811096e+00      3.732039e+00   2.413864e-02  
  1.402125e-01   2.821626e+00      5.084298e+00  -4.287824e-01   2.821626e+00      3.738570e+00   2.452689e-02  
  1.392125e-01   2.832188e+00      5.087235e+00  -4.291842e-01   2.832188e+00      3.745119e+00   2.491611e-02  
  1.382125e-01   2.842783e+00      5.090179e+00  -4.295892e-01   2.842783e+00      3.751686e+00   2.530633e-02  
  1.372125e-01   2.853412e+00      5.093128e+00  -4.299975e-01   2.853412e+00      3.758271e+00   2.569755e-02  
  1.362125e-01   2.864076e+00      5.096084e+00  -4.304090e-01   2.864076e+00      3.764875e+00   2.608979e-02  
  1.352125e-01   2.874773e+00      5.099047e+00  -4.308238e-01   2.874773e+00      3.771498e+00   2.648305e-02  
  1.342125e-01   2.885505e+00      5.102016e+00  -4.312419e-01   2.885505e+00      3.778139e+00   2.687735e-02  
  1.332125e-01   2.896272e+00      5.104991e+00  -4.316632e-01   2.896272e+00      3.784799e+00   2.727269e-02  
  1.322125e-01   2.907074e+00      5.107973e+00  -4.320878e-01   2.907074e+00      3.791479e+00   2.766910e-02  
  1.312125e-01   2.917911e+00      5.110961e+00  -4.325158e-01   2.917911e+00      3.798178e+00   2.806657e-02  
  1.302125e-01   2.928785e+00      5.113956e+00  -4.329471e-01   2.928785e+00      3.804896e+00   2.846514e-02  
  1.292125e-01   2.939694e+00      5.116958e+00  -4.333817e-01   2.939694e+00      3.811635e+00   2.886479e-02  
  1.282125e-01   2.950640e+00      5.119966e+00  -4.338196e-01   2.950640e+00      3.818393e+00   2.926556e-02  
  1.272125e-01   2.961623e+00      5.122981e+00  -4.342609e-01   2.961623e+00      3.825171e+00   2.966744e-02  
  1.262125e-01   2.972643e+00      5.126002e+00  -4.347056e-01   2.972643e+00      3.831969e+00   3.007046e-02  
  1.252125e-01   2.983701e+00      5.129030e+00  -4.351536e-01   2.983701e+00      3.838788e+00   3.047463e-02  
  1.242125e-01   2.994796e+00      5.132065e+00  -4.356051e-01   2.994796e+00      3.845627e+00   3.087996e-02  
  1.232125e-01   3.005930e+00      5.135106e+00  -4.360600e-01   3.005930e+00      3.852488e+00   3.128645e-02  
  1.222125e-01   3.017103e+00      5.138155e+00  -4.365182e-01   3.017103e+00      3.859369e+00   3.169414e-02  
  1.212125e-01   3.028314e+00      5.141210e+00  -4.369800e-01   3.028314e+00      3.866271e+00   3.210302e-02  
  1.202125e-01   3.039565e+00      5.144272e+00  -4.374451e-01   3.039565e+00      3.873195e+00   3.251312e-02  
  1.192125e-01   3.050855e+00      5.147341e+00  -4.379138e-01   3.050855e+00      3.880141e+00   3.292445e-02  
  1.182125e-01   3.062186e+00      5.150417e+00  -4.383859e-01   3.062186e+00      3.887108e+00   3.333702e-02  
  1.172125e-01   3.073557e+00      5.153500e+00  -4.388616e-01   3.073557e+00      3.894097e+00   3.375085e-02  
  1.162125e-01   3.084970e+00      5.156590e+00  -4.393407e-01   3.084970e+00      3.901109e+00   3.416594e-02  
  1.152125e-01   3.096424e+00      5.159687e+00  -4.398234e-01   3.096424e+00      3.908143e+00   3.458233e-02  
  1.142125e-01   3.107919e+00      5.162791e+00  -4.403097e-01   3.107919e+00      3.915200e+00   3.500002e-02  
  1.132125e-01   3.119458e+00      5.165903e+00  -4.407995e-01   3.119458e+00      3.922280e+00   3.541902e-02  
  1.122125e-01   3.131038e+00      5.169021e+00  -4.412930e-01   3.131038e+00      3.929383e+00   3.583936e-02  
  1.112125e-01   3.142662e+00      5.172147e+00  -4.417900e-01   3.142662e+00      3.936509e+00   3.626105e-02  
  1.102125e-01   3.154330e+00      5.175279e+00  -4.422907e-01   3.154330e+00      3.943659e+00   3.668411e-02  
  1.092125e-01   3.166042e+00      5.178420e+00  -4.427950e-01   3.166042e+00      3.950833e+00   3.710854e-02  
  1.082125e-01   3.177799e+00      5.181567e+00  -4.433030e-01   3.177799e+00      3.958031e+00   3.753438e-02  
  1.072125e-01   3.189601e+00      5.184722e+00  -4.438147e-01   3.189601e+00      3.965253e+00   3.796163e-02  
  1.062125e-01   3.201448e+00      5.187884e+00  -4.443302e-01   3.201448e+00      3.972500e+00   3.839032e-02  
  1.052125e-01   3.213342e+00      5.191053e+00  -4.448494e-01   3.213342e+00      3.979772e+00   3.882046e-02  
  1.042125e-01   3.225282e+00      5.194230e+00  -4.453723e-01   3.225282e+00      3.987070e+00   3.925208e-02  
  1.032125e-01   3.237270e+00      5.197415e+00  -4.458991e-01   3.237270e+00      3.994392e+00   3.968518e-02  
  1.022125e-01   3.249306e+00      5.200607e+00  -4.464296e-01   3.249306e+00      4.001741e+00   4.011978e-02  
  1.012125e-01   3.261390e+00      5.203806e+00  -4.469640e-01   3.261390e+00      4.009115e+00   4.055592e-02  
  1.002125e-01   3.273523e+00      5.207014e+00  -4.475023e-01   3.273523e+00      4.016516e+00   4.099360e-02  
  9.921251e-02   3.285705e+00      5.210228e+00  -4.480445e-01   3.285705e+00      4.023944e+00   4.143285e-02  
  9.821251e-02   3.297938e+00      5.213451e+00  -4.485906e-01   3.297938e+00      4.031398e+00   4.187368e-02  
