#REFDATE 2006-10-01 00:00:00
#     Time        WW       Cap      Tair      Patm      Hrel      Nebu    Pr?ip.
     T         WINDS     WINDD      TAIR      PATM      HREL      CLDC    RAINC
      sec       m/s         ?        ?C      mbar         %      octa m3/s/m2*e-8
  32054400      1.7        340     17.9       1011        84         3 0.000E+00
  32065200      1.3         10     15.9    1010.5         87         0 0.000E+00
  32076000      1.7        350     15.5    1011.8         90         7 0.000E+00
  32086800      1.6        350     19.7       1013        75         2 0.000E+00
  32097600      3.5        260     24.9    1012.5         51         1 0.000E+00
  32108400      2.8        260     26.1    1011.8         39         1 0.000E+00
  32119200      1.2        170     20.6    1012.9         69         0 0.000E+00
  32130000      3.5        310     18.9    1014.1         66         0 0.000E+00
  32140800      2.1         10     13.8    1014.8         79         0 0.000E+00
  32151600      2.4        140     12.1    1014.6         85         0 0.000E+00
  32162400      1.5        140     11.7       1015        90         3 0.000E+00
  32173200      1.9        280     18.6    1016.1         73         4 0.000E+00
  32184000      5.1        270     22.9    1015.4         55         6 0.000E+00
  32194800      5.6        320     23.3    1014.7         46         6 0.000E+00
  32205600      5.5        330     20.3    1015.4         50         5 0.000E+00
  32216400      5.7        330     18.7    1015.5         58         1 0.000E+00
  32227200      4.4        360     16.4    1016.3         61         0 0.000E+00
  32238000      4.4        360     13.5    1015.9         77         1 0.000E+00
  32248800      2.5        140     11.7    1016.5         81         3 0.000E+00
  32259600      1.4        350     17.6    1017.4         65         3 0.000E+00
  32270400         4       310     23.3    1016.3         44         3 0.000E+00
  32281200      7.7        330     23.1    1015.8         43         3 0.000E+00
  32292000         7       330     18.7    1016.4         52         2 0.000E+00
  32302800         5       330     16.1       1017        60         3 0.000E+00
  32313600      3.8        330     13.9    1016.7         66         4 0.000E+00
  32324400      3.9        320     14.3       1016        69         6 0.000E+00
  32335200      2.7        360     12.9    1015.5         76         6 0.000E+00
  32346000      4.3        330     15.7    1015.5         69         7 0.000E+00
  32356800      1.3        260     20.5    1013.9         49         7 0.000E+00
  32367600      2.5        260     20.4    1012.9         51         7 0.000E+00
  32378400      3.3        270     16.8    1013.6         82         7 0.000E+00
  32389200      1.6        130     15.7    1014.9         78         7 0.000E+00
  32400000      0.7        110     14.1    1015.2         85         3 0.000E+00
  32410800      1.4        140     12.3    1015.2         86         1 0.000E+00
  32421600      0.9        180     10.8    1015.9         90         1 0.000E+00
  32432400         2       280     16.6    1016.9         71         1 0.000E+00
  32443200         4       270     21.6    1016.2         50         1 0.000E+00
  32454000         2       270     22.6    1015.3         44         3 0.000E+00
  32464800         1       250     18.5    1016.7         64         4 0.000E+00
  32475600         2       150     15.4    1017.7         73         3 0.000E+00
  32486400         2       150     13.4    1017.4         79         3 0.000E+00
  32497200         1       160        11   1016.7         88         0 0.000E+00
  32508000         1       120        11   1016.2         84         0 0.000E+00
  32518800      1.2        270     16.4    1016.5         72         1 0.000E+00
  32529600      5.1        290     21.6       1015        51         2 0.000E+00
  32540400      6.5        320     23.2    1013.5         43         5 0.000E+00
  32551200      3.7        340     17.9       1014        55         3 0.000E+00
  32562000      4.6        310     15.1       1014        67         0 0.000E+00
  32572800         0         0     10.8    1013.4         79         0 0.000E+00
  32583600      2.1        150      8.9    1012.5         83         2 0.000E+00
  32594400      2.7        150      8.2       1013        86         1 0.000E+00
  32605200      1.9        310     16.5    1014.4         62         2 0.000E+00
  32616000      2.5        280     22.8    1013.8         53         3 0.000E+00
  32626800      2.4        250     23.7    1013.6         54         1 3.240E-03
  32637600      2.5        150        19   1014.8         83         1 6.480E-03
  32648400      2.9        140     15.7    1016.2         89         0 9.720E-03
  32659200      0.7        180     14.5    1016.8         85         0 1.296E-02
  32670000      1.7        150     12.8    1016.6         87         0 1.512E-02
  32680800      1.7        170        12   1016.9         83         0 1.836E-02
  32691600         2       270        19   1018.2         65         0 2.160E-02
  32702400      3.9        290     23.5    1017.4         45         1 2.484E-02
  32713200         5       190     22.8    1016.6         52         1 2.160E-02
  32724000         0         0     18.7    1017.1         68         0 1.836E-02
  32734800      1.6         70     15.7    1017.9         78         0 1.512E-02
  32745600      0.6        170     14.3       1018        77         0 1.296E-02
  32756400      1.9        130     11.3    1017.9         85         0 9.720E-03
  32767200      1.1        160     11.4    1018.1         85         0 6.480E-03
  32778000         1       290     18.1    1018.8         68         0 3.240E-03
  32788800      2.5        280     22.4    1018.2         55         2 0.000E+00
  32799600      4.2        190     21.5       1017        60         1 0.000E+00
  32810400         1       150     18.2    1017.7         76         1 0.000E+00
  32821200      1.9         80        17   1018.7         79         5 0.000E+00
  32832000      3.8        120     14.6       1019        80         3 0.000E+00
  32842800      3.2        100     13.8    1018.3         81         0 0.000E+00
  32853600      4.3        100     14.5    1018.5         77         1 0.000E+00
  32864400      4.7        140     21.2    1019.7         49         4 0.000E+00
  32875200      5.7        170     23.2    1019.3         49         6 0.000E+00
  32886000      6.5        170        22   1018.6         51         4 0.000E+00
  32896800      3.9        160     18.9       1019        69         4 0.000E+00
  32907600      2.7         90     16.7    1019.7         71         2 0.000E+00
  32918400      3.4        100     15.3    1019.6         77         2 0.000E+00
  32929200      2.6        140     14.7    1018.6         83         2 0.000E+00
  32940000      2.4        110     13.5    1018.5         83         3 0.000E+00
  32950800      0.8        360     19.8    1019.8         55         5 0.000E+00
  32961600         4       280        22   1018.3         43         6 0.000E+00
  32972400      3.5        230     22.2       1017        53         5 0.000E+00
  32983200      1.3        150     18.2    1017.6         75         5 0.000E+00
  32994000      1.2        170     15.8    1017.8         84         5 0.000E+00
  33004800      2.1        140     13.9    1017.9         88         5 0.000E+00
  33015600      1.2        340     12.8    1016.5         92         5 0.000E+00
  33026400      0.7        350     11.3    1016.7         93         5 0.000E+00
  33037200      9.2        330     19.6    1016.7         59         1 0.000E+00
  33048000     14.1        330     19.6       1015        43         0 0.000E+00
  33058800     16.5        340     18.4    1014.2         44         1 0.000E+00
  33069600      6.1        320     15.3    1015.2         48         1 0.000E+00
  33080400      6.6        350     12.9    1017.1         54         1 0.000E+00
  33091200      1.9        140      9.9    1018.4         62         1 0.000E+00
  33102000         2       150      8.3    1018.7         67         1 0.000E+00
  33112800      4.6         10      9.4    1019.3         64         5 0.000E+00
  33123600      0.6        350     11.9    1020.3         56         6 0.000E+00
  33134400      2.8        250     19.3    1018.8         41         2 0.000E+00
  33145200      4.8        320     19.2    1017.2         43         1 0.000E+00
  33156000      7.9        340     14.5    1016.6         49         1 0.000E+00
  33166800     10.8        360     11.8       1016        53         1 0.000E+00
  33177600      6.3        360      9.6    1016.3         57         0 0.000E+00
  33188400      3.8        350      7.1       1016        64         0 0.000E+00
  33199200      4.2         10      7.8    1016.4         58         5 0.000E+00
  33210000      5.3        350     10.6       1017        47         4 0.000E+00
  33220800      5.2        340     14.4    1016.2         40         6 0.000E+00
  33231600      7.6        140     12.4    1017.7         70         7 0.000E+00
  33242400      1.4        180     10.3    1020.1         69         4 0.000E+00
  33253200      2.2        160      7.5       1020        79         0 0.000E+00
  33264000      3.3         20      5.1    1019.7         86         0 0.000E+00
  33274800      6.1         10      3.9    1018.6         88         0 0.000E+00
  33285600         2        60      2.2    1018.7         89         0 0.000E+00
  33296400      3.1        350      9.3    1018.6         56         0 0.000E+00
  33307200      2.9        300     13.8    1016.1         39         1 0.000E+00
  33318000      5.3        330        15   1013.9         34         1 0.000E+00
  33328800      8.2        350     11.7    1014.2         41         0 0.000E+00
  33339600     10.6        350        10   1013.9         50         0 0.000E+00
  33350400      7.5         10      7.3    1013.1         55         0 0.000E+00
  33361200     11.2        350      7.9    1011.5         58         0 0.000E+00
  33372000      7.4        320      7.6    1010.5         62         0 0.000E+00
  33382800     11.3        350     10.9    1010.3         50         1 0.000E+00
  33393600         9       330     14.4    1009.7         33         1 0.000E+00
  33404400      7.6        330        15   1008.9         33         1 0.000E+00
  33415200      6.3        330     10.8    1009.6         46         0 0.000E+00
  33426000      5.9        340      8.3    1009.5         55         0 0.000E+00
  33436800      2.8         10         4   1009.7         68         0 0.000E+00
  33447600      2.6        360         4   1008.2         69         0 0.000E+00
  33458400         3       360      3.6    1007.8         75         4 0.000E+00
  33469200      3.9        320      9.2    1007.6         54         1 0.000E+00
  33480000      4.9        280     14.2    1006.1         41         1 0.000E+00
  33490800      5.5        310        16   1005.2         42         1 0.000E+00
  33501600         5       310     11.8    1005.7         52         1 0.000E+00
  33512400      4.4        330      8.1    1006.3         63         1 0.000E+00
  33523200      3.2         10      4.6    1006.1         75         2 0.000E+00
  33534000      2.6        140      4.5    1005.4         76         0 0.000E+00
  33544800      1.4        130      4.2    1005.7         81         1 0.000E+00
  33555600      1.4         10     11.3    1006.8         58         1 0.000E+00
  33566400      4.2        260        17   1006.7         46         3 0.000E+00
  33577200      2.6        300     16.7    1006.7         51         7 5.000E-01
  33588000         4        10     14.1    1008.5         55         7 1.000E+00
  33598800      1.8        140     13.3    1010.2         59         7 1.500E+00
  33609600         4        80     14.2       1010        61         7 2.000E+00
  33620400         5        20     11.5    1009.6         69         6 2.500E+00
  33631200      3.9         10     10.3    1009.8         79         7 3.000E+00
  33642000         2       340        13   1010.7         68         7 3.500E+00
  33652800         4       310     15.6       1009        58         7 4.000E+00
  33663600         3        20     12.7    1008.2         80         8 3.507E+00
  33674400         5        10     11.4    1008.6         88         8 3.012E+00
  33685200         5       360     10.4    1008.7         92         8 2.519E+00
  33696000         9       360      9.5    1007.4         92         8 2.025E+00
  33706800         9       350      8.8    1005.5         93         8 1.531E+00
  33717600         5       350         9   1003.3         93         7 1.038E+00
  33728400        14       140     14.3    1006.4         76         6 5.432E-01
  33739200         5       150     13.7    1010.8         75         7 4.968E-02
  33750000         6       160        14   1012.5         73         7 4.428E-02
  33760800         4       130     13.6    1015.2         72         7 3.780E-02
  33771600         3        80     12.4    1017.3         80         6 3.132E-02
  33782400         2        90     10.6    1018.4         82         2 2.484E-02
  33793200         1       130      8.5       1019        86         0 1.836E-02
  33804000         3       150      7.7    1019.8         92         0 1.296E-02
  33814800      0.5        220     13.2    1021.7         79         0 6.480E-03
  33825600      2.2        270     17.2    1020.7         62         1 0.000E+00
  33836400         4       290     18.9    1019.9         58         1 0.000E+00
  33847200      0.7        280     13.1    1020.6         79         1 0.000E+00
  33858000      1.2        110      9.7    1020.6         88         2 0.000E+00
  33868800      2.2        150      7.7       1020        92         2 0.000E+00
  33879600      0.5        210         7   1019.3         93         2 0.000E+00
  33890400         0         0      5.4    1018.9         94         2 0.000E+00
  33901200      0.9        190        11   1018.9         85         4 0.000E+00
  33912000      4.2        270     15.5    1017.3         60         6 0.000E+00
  33922800      2.3        320     17.8    1015.5         50         4 0.000E+00
  33933600      4.5        280     13.1    1015.2         68         1 0.000E+00
  33944400      3.4        310     10.3    1015.2         79         2 0.000E+00
  33955200      0.5        100      8.7    1014.8         77         3 0.000E+00
  33966000      2.3        150      7.5    1014.3         87         3 0.000E+00
  33976800      1.5        210         8   1014.4         91         4 0.000E+00
  33987600      0.7        360        14   1014.6         83         5 0.000E+00
  33998400      2.9        280     18.6    1012.7         63         3 0.000E+00
  34009200         3       250     17.3    1011.5         79         7 0.000E+00
  34020000      1.8         20        15   1012.1         85         7 0.000E+00
  34030800      1.9        340     13.5    1011.6         88         7 0.000E+00
  34041600      2.2        280     10.6       1010        92         3 0.000E+00
  34052400      4.4        310     12.9    1008.3         80         8 0.000E+00
  34063200      6.5        330        12   1007.7         77         2 0.000E+00
  34074000     12.8        340     14.7    1007.7         67         4 0.000E+00
  34084800     14.9        350     15.8    1006.6         55         2 0.000E+00
  34095600     15.2        340        14   1005.6         55         7 0.000E+00
  34106400     11.2        350     12.9    1005.4         58         5 0.000E+00
  34117200      8.2        360     12.5    1006.4         58         6 0.000E+00
  34128000      6.2        350     10.7    1007.7         64         2 0.000E+00
  34138800      1.5         30     10.2    1008.5         65         8 0.000E+00
  34149600      3.2        360     10.1    1009.6         70         7 0.000E+00
  34160400      3.8        350     12.9    1011.3         60         2 0.000E+00
  34171200      4.6        320     16.6       1012        48         1 0.000E+00
  34182000      5.3        320     15.7    1013.2         52         7 0.000E+00
  34192800      5.3        320     13.5       1015        61         7 0.000E+00
  34203600      2.9        320     11.4    1016.4         73         5 0.000E+00
  34214400      2.3        360      8.1    1017.5         81         2 0.000E+00
  34225200      3.8        350      6.6    1017.8         87         2 0.000E+00
  34236000      2.2         10      5.7    1018.2         89         0 0.000E+00
  34246800      1.2        260     11.1    1019.4         73         0 0.000E+00
  34257600      2.9        260     16.5    1018.6         53         1 0.000E+00
  34268400      2.3        200     18.2    1017.7         51         0 0.000E+00
  34279200      2.3         40        13   1019.1         68         2 0.000E+00
  34290000      1.3        210      9.6    1021.4         84         0 0.000E+00
  34300800      1.6        150         8   1022.2         89         0 0.000E+00
  34311600      1.4        160      6.3    1021.6         90         0 0.000E+00
  34322400      1.3        170      5.7    1021.4         92         1 0.000E+00
  34333200      0.5        190     11.7    1022.6         74         0 0.000E+00
  34344000         2       270     15.5    1021.8         58         1 0.000E+00
  34354800      2.6        260        18   1020.3         50         3 0.000E+00
  34365600      2.5        300     12.2    1020.5         74         0 0.000E+00
  34376400      1.5        120      9.6       1021        81         0 0.000E+00
  34387200      1.4        160      6.9    1020.7         89         1 0.000E+00
  34398000      0.7        140      5.3    1019.7         90         1 0.000E+00
  34408800      1.8        130      5.2    1019.8         92         1 0.000E+00
  34419600         1        10        11   1020.3         72         0 0.000E+00
  34430400      1.3        280     18.8    1018.9         49         1 0.000E+00
  34441200      1.5        280     19.5    1017.4         44         1 0.000E+00
  34452000      3.4         10     13.5    1017.2         62         1 0.000E+00
  34462800      2.3        140      9.7    1016.7         75         0 0.000E+00
  34473600      2.3        160      7.1    1015.8         84         0 0.000E+00
  34484400      1.9        140      5.8    1014.7         89         0 0.000E+00
  34495200      3.2        150      5.1    1013.8         92         0 0.000E+00
  34506000         0         0     11.3    1013.8         74         0 0.000E+00
  34516800      1.7        260     17.7    1012.7         50         1 0.000E+00
  34527600      4.5        320     18.7    1011.8         54         2 0.000E+00
  34538400      3.3        310     13.4    1013.5         73         1 0.000E+00
  34549200      2.2        150      9.9    1015.2         85         1 0.000E+00
  34560000      2.5        140      7.7    1015.9         90         1 0.000E+00
  34570800      2.3        160      7.1    1016.2         92         1 0.000E+00
  34581600      1.2        160      5.8    1016.9         93         1 0.000E+00
  34592400      1.3        270     11.9    1018.5         84         1 0.000E+00
  34603200      3.3        260     16.9    1018.4         57         0 0.000E+00
  34614000      4.8        290     17.9    1017.9         54         0 0.000E+00
  34624800         3       280     12.8    1019.6         68         0 0.000E+00
  34635600      2.1        350      8.7    1020.1         81         0 0.000E+00
  34646400         0         0      6.5    1020.5         88         0 0.000E+00
  34657200         1       150      5.4    1019.7         89         0 0.000E+00
  34668000      6.6        320      8.2    1019.5         79         4 0.000E+00
  34678800         7       310     11.8    1019.6         62         6 0.000E+00
  34689600     14.2        330     14.5    1017.1         50         7 0.000E+00
  34700400     21.1        340     13.5    1015.2         55         1 0.000E+00
  34711200     16.9        340     11.2    1017.3         56         0 0.000E+00
  34722000      8.9        350     10.1    1019.8         56         0 0.000E+00
  34732800         5       340      8.1    1020.7         59         0 0.000E+00
  34743600      3.1        350      6.6    1020.9         69         0 0.000E+00
  34754400         3        10      5.2    1021.4         77         1 0.000E+00
  34765200      5.1        360      9.9    1022.2         57         5 0.000E+00
  34776000      1.4        310     13.9       1021        44         3 0.000E+00
  34786800      5.9        330     15.8    1018.9         38         4 0.000E+00
  34797600      5.5        340        12   1019.1         46         3 0.000E+00
  34808400      9.5        340     11.3    1017.9         50         1 0.000E+00
  34819200      6.1        340     10.3    1016.8         55         0 0.000E+00
  34830000      6.1        270     10.2    1015.6         60         0 0.000E+00
  34840800      6.4        310        10   1015.3         63         2 0.000E+00
  34851600         5        10     12.4    1016.1         56         2 0.000E+00
  34862400         6       320     16.4    1014.5         46         2 0.000E+00
  34873200         9       340     16.1    1013.5         49         0 0.000E+00
  34884000         6       330        13   1013.8         58         0 0.000E+00
  34894800         7       320        12   1014.5         65         0 0.000E+00
  34905600         8       310     10.5    1014.1         69         0 0.000E+00
  34916400         9       300     10.3    1014.3         67         0 0.000E+00
  34927200         9       310     10.4    1014.7         67         2 0.000E+00
  34938000     12.6        350        14   1015.8         45         1 0.000E+00
  34948800     15.5        330     14.3    1015.2         42         1 0.000E+00
  34959600     17.7        330     13.1       1016        36         1 0.000E+00
  34970400     13.2        320     10.7    1018.6         48         0 0.000E+00
  34981200     17.1        330         9   1018.8         45         0 0.000E+00
  34992000        15       330      8.4    1019.5         42         0 0.000E+00
  35002800     17.5        330         8      1019        45         0 0.000E+00
  35013600     11.6        330      7.5    1018.7         47         0 0.000E+00
  35024400     11.7        320      9.2    1018.7         46         1 0.000E+00
  35035200     14.2        330     13.1    1017.3         38         1 0.000E+00
  35046000        17       330     12.6    1015.3         48         1 0.000E+00
  35056800     10.6        330     10.9    1016.6         57         2 0.000E+00
  35067600     13.9        330     10.7    1016.6         65         3 0.000E+00
  35078400      8.7        320     10.4    1016.3         72         3 0.000E+00
  35089200         7       310     10.9       1016        70         3 0.000E+00
  35100000      7.6        330     11.7    1014.6         66         3 0.000E+00
  35110800     11.5        320     13.4       1015        58         5 0.000E+00
  35121600        15       340     15.5    1013.7         48         4 0.000E+00
  35132400     12.9        330     15.4    1012.6         47         2 0.000E+00
  35143200     13.4        330     12.8    1012.8         49         1 0.000E+00
  35154000     11.1        320     11.4    1012.6         61         1 0.000E+00
  35164800     10.4        310     10.2       1012        70         1 0.000E+00
  35175600      9.5        310      9.7    1011.5         73         1 0.000E+00
  35186400     11.2        290      9.6    1011.3         68         0 0.000E+00
  35197200     12.2        340     12.8    1012.1         54         1 0.000E+00
  35208000     18.1        330     13.9    1010.4         38         1 0.000E+00
  35218800     15.1        330     12.2    1011.5         39         4 0.000E+00
  35229600     12.8        340     10.2    1012.6         46         2 0.000E+00
  35240400      7.6        340      8.2    1013.8         56         0 0.000E+00
  35251200      4.9        360      6.4    1014.1         63         0 0.000E+00
  35262000      2.4        360      2.5    1013.9         76         0 0.000E+00
  35272800      2.3        350      0.8    1014.1         82         1 0.000E+00
  35283600      1.6         10      6.1    1014.3         61         2 0.000E+00
  35294400      7.9        350     10.5    1012.4         42         6 0.000E+00
  35305200      8.9        330     11.6    1010.8         36         3 0.000E+00
  35316000         6       310      9.4    1010.3         43         3 0.000E+00
  35326800      6.9        290      7.4    1009.3         56         3 0.000E+00
  35337600      5.9        310      7.1    1007.7         56         3 0.000E+00
  35348400      6.8        300      8.3    1005.3         63         8 0.000E+00
  35359200      9.5        280      9.3    1002.5         71         7 0.000E+00
  35370000     12.4        340      9.9       1003        58         1 0.000E+00
  35380800     14.3        340     12.2    1003.4         45         3 0.000E+00
  35391600     13.7        350     12.2    1002.3         49         1 0.000E+00
  35402400     11.9        340      8.4    1005.3         59         1 0.000E+00
  35413200     18.3        330         7   1003.8         52         0 0.000E+00
  35424000        10       340      5.6    1005.8         58         0 0.000E+00
  35434800     19.3        340      4.8    1003.6         53         0 0.000E+00
  35445600     15.8        340      3.7    1003.7         59         0 0.000E+00
  35456400     14.4        340         5   1004.8         54         1 0.000E+00
  35467200     14.7        340      6.9    1004.5         45         4 0.000E+00
  35478000      7.3         10      3.9    1006.3         82         7 0.000E+00
  35488800      8.3        350      4.8    1006.2         59         7 0.000E+00
  35499600      8.3        350      4.2    1006.9         55         7 0.000E+00
  35510400      4.1        360      1.5    1008.9         61         5 0.000E+00
  35521200      4.6        350         0   1009.9         71         5 0.000E+00
  35532000      2.3         10     -1.7    1011.5         78         5 0.000E+00
  35542800      0.6         50      3.7    1013.3         56         2 0.000E+00
  35553600      6.9        330      7.4    1013.2         44         4 0.000E+00
  35564400      9.2        330      6.6    1013.1         47         2 0.000E+00
  35575200      7.5        330         3   1014.5         54         1 0.000E+00
  35586000      2.3         10     -0.3    1015.1         65         0 0.000E+00
  35596800      3.7         20     -0.1    1015.7         66         0 0.000E+00
  35607600         5        10        -1   1015.3         68         0 0.000E+00
  35618400      3.9         10     -2.6    1015.2         76         2 0.000E+00
  35629200      3.2        340      1.2    1015.2         63         2 0.000E+00
  35640000      3.6        330      7.1    1013.8         39         1 0.000E+00
  35650800         5       320      8.4    1012.9         41         1 0.000E+00
  35661600      1.8         10      2.8       1014        52         1 0.000E+00
  35672400         0         0     -1.2    1013.5         69         0 0.000E+00
  35683200      1.3         80     -2.7    1012.3         77         0 0.000E+00
  35694000      1.3        110     -3.4       1011        79         0 0.000E+00
  35704800      2.4        160     -3.7    1010.3         77         0 0.000E+00
  35715600      0.5        130         3   1010.2         60         0 0.000E+00
  35726400      2.1        270      8.2       1008        43         0 0.000E+00
  35737200         0         0      9.5    1006.2         44         2 0.000E+00
  35748000      2.4        140      4.7    1006.6         69         3 0.000E+00
  35758800      1.5        160      1.3    1006.8         82         2 0.000E+00
  35769600      1.8        130      2.4    1006.4         84         4 0.000E+00
  35780400         2        80      5.1    1007.1         78         4 0.000E+00
  35791200      4.3        110      7.3    1007.3         74         2 0.000E+00
  35802000      5.3        110     12.7    1009.6         56         3 0.000E+00
  35812800        10       130     16.6    1009.8         48         6 0.000E+00
  35823600         9       120     14.9    1009.8         55         7 9.720E-03
  35834400         4        90     12.6    1010.7         65         7 1.836E-02
  35845200      9.4        120     14.2    1011.4         63         8 2.808E-02
  35856000      9.9        130     14.1    1011.2         68         8 3.780E-02
  35866800      9.1        120     14.1    1011.3         65         8 4.644E-02
  35877600      8.7        120     13.7    1011.8         65         8 5.616E-02
  35888400        11       130     15.6    1011.8         55         7 6.588E-02
  35899200        12       120     17.3    1010.8         47         7 7.452E-02
  35910000         7       110     16.1    1009.3         46         7 2.192E-01
  35920800        10       110     15.2    1009.1         47         7 3.629E-01
  35931600        11       130     16.4    1008.8         43         8 5.065E-01
  35942400        13       130     16.9    1007.4         45         7 6.502E-01
  35953200         9       120        17      1007        48         8 7.938E-01
  35964000         8       110     14.9       1007        73         7 9.374E-01
  35974800     10.7        120     16.5    1007.7         68         8 1.081E+00
  35985600      8.9        110        16   1006.8         75         8 1.225E+00
  35996400     10.7        120     17.7    1006.2         64         7 1.853E+00
  36007200      9.2        100        16   1005.8         71         7 2.481E+00
  36018000     10.5        130     18.2    1006.4         62         7 3.109E+00
  36028800         8       110        16   1005.9         80         8 3.738E+00
  36039600      6.3        110     14.1    1005.2         88         8 4.365E+00
  36050400      4.6        110     14.5    1004.8         84         7 4.994E+00
  36061200         9       130     16.2    1005.8         80         8 5.621E+00
  36072000         5       100     16.9    1004.7         79         8 6.250E+00
  36082800         2       140     15.2    1002.9         87         8 5.469E+00
  36093600         8       130     14.3    1002.7         91         8 4.687E+00
  36104400         8       130     14.6    1002.1         87         8 3.906E+00
  36115200         8       120     14.7    1002.4         86         8 3.126E+00
  36126000         4       190        14   1002.6         93         8 2.344E+00
  36136800         3       290     10.5       1005        93         8 1.563E+00
  36147600      4.6        300     10.2    1007.4         92         6 7.808E-01
  36158400      4.5        330     13.4    1007.8         79         2 0.000E+00
  36169200      4.9        320     14.4    1007.4         65         2 1.296E-02
  36180000      2.5        360     11.2    1008.8         78         7 2.484E-02
  36190800         2       350      8.4    1009.3         87         4 3.780E-02
  36201600         0         0      6.9    1009.3         92         4 4.968E-02
  36212400      0.6        110      7.9    1009.1         93         7 6.264E-02
  36223200      3.2        360         9   1009.6         89         7 7.452E-02
  36234000      1.8        330     10.6    1011.2         82         7 8.748E-02
  36244800      3.1        340     12.8    1011.3         75         7 1.004E-01
  36255600      4.8        340     12.1       1012        74         7 8.748E-02
  36266400      3.4        350      9.6       1014        88         7 7.452E-02
  36277200      1.5        360      7.9    1015.4         90         6 6.264E-02
  36288000      2.8        340      6.8    1016.4         92         6 4.968E-02
  36298800      2.5        350      5.6    1016.9         91         8 3.780E-02
  36309600      3.4        320      4.7    1017.2         93         1 2.484E-02
  36320400      2.3        340      7.5    1017.6         91         1 1.296E-02
  36331200      4.6        330     12.2    1016.6         67         2 0.000E+00
  36342000      5.4        320     12.8    1014.2         57         1 0.000E+00
  36352800      6.5        340      8.7    1014.2         59         2 0.000E+00
  36363600      3.2        350      7.2    1014.2         64         0 0.000E+00
  36374400      2.9         10      5.1    1014.7         81         0 0.000E+00
  36385200      1.3        190      3.5    1013.9         86         0 0.000E+00
  36396000     11.6        360      6.9    1012.5         70         1 0.000E+00
  36406800      6.6        360      9.7    1013.6         60         3 0.000E+00
  36417600      7.7        350     12.9    1012.8         48         1 0.000E+00
  36428400      9.2        350     12.8    1012.3         45         1 0.000E+00
  36439200      6.9        360      9.5    1013.7         54         0 0.000E+00
  36450000         0         0      6.1    1014.8         65         0 0.000E+00
  36460800      4.5         20      5.1    1014.9         72         0 0.000E+00
  36471600      3.5         10      5.6    1014.7         67         0 0.000E+00
  36482400      2.8         40      3.4    1014.7         76         0 0.000E+00
  36493200      4.1         10      6.2       1016        65         4 0.000E+00
  36504000      3.9        320     12.7    1015.5         53         6 0.000E+00
  36514800      3.8        320     11.5    1015.1         54         4 0.000E+00
  36525600         1       330      6.5    1015.8         69         2 0.000E+00
  36536400      0.9         30      3.7    1016.2         81         0 0.000E+00
  36547200      1.1        140      2.4    1015.7         86         1 0.000E+00
  36558000      2.2        150      1.5       1015        89         1 0.000E+00
  36568800      1.9        160         1   1014.4         91         1 0.000E+00
  36579600         0         0      5.7    1014.9         80         0 0.000E+00
  36590400      2.1        270     10.5    1014.3         61         0 0.000E+00
  36601200      1.6        250     13.5    1012.6         48         0 0.000E+00
  36612000      1.9        160      7.3    1013.1         76         0 0.000E+00
  36622800         0         0      3.9    1013.3         84         0 0.000E+00
  36633600      0.8        150         3   1012.5         88         1 0.000E+00
  36644400         0         0      3.4    1011.1         90         1 0.000E+00
  36655200      2.7        150      2.6    1010.2         90         3 0.000E+00
  36666000      1.1        280      4.9    1010.9         88         4 0.000E+00
  36676800      2.7        280      7.4    1009.3         77         3 0.000E+00
  36687600      4.1        320      9.9    1008.5         58         1 0.000E+00
  36698400      6.7        320      8.6    1008.7         60         0 0.000E+00
  36709200      3.6        340      5.5    1009.2         69         1 0.000E+00
  36720000      7.5        330      5.6    1009.5         70         3 0.000E+00
  36730800      5.4         20      5.6    1009.3         72         3 0.000E+00
  36741600         6       310      6.8    1009.2         71         0 0.000E+00
  36752400      8.3        310     11.2    1009.6         71         1 0.000E+00
  36763200      9.4        340     15.8    1009.2         48         3 0.000E+00
  36774000      5.3        320     15.2    1009.4         51         4 0.000E+00
  36784800      5.8        300     12.3    1009.7         63         2 0.000E+00
  36795600      4.3        300      8.6       1011        79         0 0.000E+00
  36806400      2.7        150         6   1011.8         87         0 0.000E+00
  36817200      1.1        130      4.8    1011.8         88         0 0.000E+00
  36828000         0         0      2.9    1012.5         91         0 0.000E+00
  36838800      0.7        290      7.2    1013.2         87         3 0.000E+00
  36849600      1.3        280     12.6    1012.1         69         2 0.000E+00
  36860400      3.4        250     14.3    1012.1         60         1 0.000E+00
  36871200      1.5        340      8.9       1014        82         2 0.000E+00
  36882000         1       310      8.2       1015        88         7 0.000E+00
  36892800      1.7        180      7.7    1015.5         90         5 0.000E+00
  36903600      5.7        320      7.2    1015.9         92         5 0.000E+00
  36914400      5.4        320      7.3    1016.9         82         1 0.000E+00
  36925200      3.7        320      9.6    1017.6         71         1 0.000E+00
  36936000         5       290        13   1016.1         57         2 0.000E+00
  36946800      3.8        260     12.9       1015        61         7 0.000E+00
  36957600      0.5         10     10.5    1014.9         80         7 0.000E+00
  36968400      1.7        190     10.9    1013.3         83         7 0.000E+00
  36979200      0.9        140     10.5    1011.3         84         7 0.000E+00
  36990000      5.2        250     12.3    1008.4         76         8 0.000E+00
  37000800      8.2        260     12.7       1006        80         7 0.000E+00
  37011600      5.8        280     14.1    1006.7         73         6 0.000E+00
